trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
5731,US635213263,Derivative,775950.04,JPY,Barclays,0.998,0.084,29.05,0,1
5732,US807875524,Equity,303954.22,USD,HSBC,0.258,0.144,25.35,0,1
5733,US591487060,Equity,2897802.1,USD,Barclays,0.062,0.086,19.96,4,1
5734,US754273660,Equity,3182336.77,USD,Citi,0.443,0,13.02,3,1
5735,US473389449,Bond,685145.19,EUR,Morgan Stanley,0.083,0.08,30.29,0,1
5736,US703844946,Equity,2373360.41,GBP,BNP Paribas,0.178,0.03,19.28,2,0
5737,US447679256,Equity,1536099.33,JPY,Goldman Sachs,0.597,0.08,20.17,3,0
5738,US397762883,Bond,4657215.17,JPY,Goldman Sachs,0.592,0.064,31.53,4,0
5739,US694089500,Equity,1103807.02,GBP,HSBC,0.043,0.041,38.36,1,1
5740,US128905854,Equity,3668971.02,JPY,Citi,0.443,0.025,20.01,0,0
5741,US925895594,Derivative,2595488.23,USD,Goldman Sachs,0.53,0.146,32.4,0,0
5742,US856452801,Equity,67489.85,JPY,JPMorgan,0.268,0.151,38.7,4,1
5743,US990763337,Equity,2589822.93,GBP,Goldman Sachs,0.872,0.053,12.93,2,0
5744,US694575932,Equity,506366.03,EUR,Barclays,0.161,0.099,25.88,2,1
5745,US697990314,Equity,3298720.36,EUR,Citi,0.254,0.093,10.33,3,0
5746,US438615960,Equity,2831962.42,GBP,JPMorgan,0.157,0.071,34.76,3,1
5747,US398433583,Bond,62031.86,JPY,HSBC,0.117,0.056,18.61,2,1
5748,US515975634,Equity,1031417.22,JPY,Goldman Sachs,0.879,0.037,19.98,1,0
5749,US608570454,Equity,3883363.01,EUR,HSBC,0.278,0.175,30.62,2,1
5750,US865286295,Bond,1386105.35,JPY,Barclays,0.723,0.167,33.68,1,1
5751,US654599050,Bond,2501424.17,EUR,BNP Paribas,0.428,0.083,22,4,1
5752,US869398381,Equity,1566873.09,GBP,Morgan Stanley,0.636,0.144,29.97,1,1
5753,US621778145,Equity,4608419.01,GBP,Goldman Sachs,0.928,0.1,38.69,4,1
5754,US494730166,Equity,2687519.32,JPY,HSBC,0.845,0.017,36.61,0,0
5755,US609069851,Derivative,3483905.84,USD,Barclays,0.069,0.164,31.04,2,1
5756,US218873796,Derivative,426545.76,USD,BNP Paribas,0.845,0.044,38.29,3,0
5757,US671542718,Equity,211276.58,EUR,BNP Paribas,0.452,0.141,36.28,0,1
5758,US929183636,Bond,1303548.69,GBP,Barclays,0.35,0.105,31.87,3,1
5759,US742135939,Equity,1552580.12,EUR,Barclays,0.672,0.138,37.52,1,1
5760,US576935925,Bond,3441525.9,GBP,HSBC,0.95,0.094,34.52,2,0
5761,US333706608,Bond,2849961.21,EUR,Barclays,0.094,0.141,25.07,2,0
5762,US915750821,Bond,1879152.24,EUR,Morgan Stanley,0.768,0.007,25.07,2,0
5763,US500111512,Equity,3274046.25,EUR,Citi,0.204,0.008,10.26,0,1
5764,US117196045,Equity,826193.08,JPY,Barclays,0.38,0.179,10.91,4,0
5765,US329127882,Bond,326813.58,USD,Citi,0.874,0.15,32.39,1,0
5766,US955560479,Derivative,4273980.41,GBP,BNP Paribas,0.546,0.166,26.64,0,0
5767,US979456138,Derivative,2824091.18,EUR,Morgan Stanley,0.067,0.091,32.83,0,1
5768,US455760316,Derivative,3248985.42,USD,HSBC,0.508,0.092,38.49,4,0
5769,US850701457,Bond,1543138.83,EUR,BNP Paribas,0.79,0.107,23.58,3,0
5770,US582888858,Equity,1866055.24,EUR,Morgan Stanley,0.529,0.049,12.65,3,1
5771,US862492470,Bond,421013.56,GBP,BNP Paribas,0.167,0.147,28.8,2,1
5772,US588086197,Derivative,4286371.06,JPY,JPMorgan,0.445,0.166,12.99,0,0
5773,US628807633,Equity,2966272.86,EUR,JPMorgan,0.924,0.181,28.64,4,0
5774,US572718199,Bond,427302.04,GBP,Barclays,0.658,0.103,25.83,4,1
5775,US923310806,Bond,4024602.7,JPY,Citi,0.73,0.083,31.37,3,1
5776,US851821898,Derivative,2226135.69,JPY,BNP Paribas,0.786,0.166,20.53,4,1
5777,US818792980,Bond,3827855.74,USD,Morgan Stanley,0.091,0.151,14.32,3,0
5778,US665404587,Equity,72973.11,USD,Goldman Sachs,0.582,0.173,17.09,3,1
5779,US101543812,Derivative,153411.09,EUR,JPMorgan,0.376,0.131,30.51,0,0
5780,US333606486,Derivative,862206.96,USD,JPMorgan,0.139,0.177,24.34,1,0
5781,US919840424,Equity,1062473.62,GBP,BNP Paribas,0.203,0.018,26.22,2,0
5782,US719577914,Derivative,3822138.1,GBP,HSBC,0.781,0.136,19.69,1,0
5783,US946691838,Bond,3536403.88,USD,Goldman Sachs,0.161,0.018,35.1,4,0
5784,US738399464,Bond,3084279.71,GBP,Citi,0.312,0.15,39.98,1,0
5785,US399791541,Derivative,4425445.89,GBP,Citi,0.285,0.126,19.37,1,0
5786,US208612041,Equity,1243272.43,EUR,Citi,0.049,0.003,31.56,3,1
5787,US334881941,Bond,4522980.47,EUR,Barclays,0.462,0.12,15.13,0,0
5788,US770902098,Equity,4548260.64,GBP,Barclays,0.766,0.029,32.27,4,1
5789,US683859263,Bond,2176956.2,USD,HSBC,0.022,0.028,22.93,2,0
5790,US358808646,Bond,480987.14,GBP,BNP Paribas,0.113,0.03,28.16,3,0
5791,US526499331,Derivative,3635533.94,JPY,Goldman Sachs,0.72,0.097,17.13,2,0
5792,US803633600,Derivative,1691274.08,JPY,BNP Paribas,0.594,0.023,35.55,0,0
5793,US870328206,Equity,3976698.29,JPY,Morgan Stanley,0.715,0.025,15.2,1,0
5794,US976888679,Derivative,826814.52,EUR,Goldman Sachs,0.23,0.051,37.86,1,0
5795,US981065931,Bond,2702180.42,USD,Morgan Stanley,0.804,0,11.84,0,1
5796,US281858709,Bond,2545287.91,GBP,Goldman Sachs,0.48,0.055,18.64,4,0
5797,US981206997,Equity,510569.31,USD,Barclays,0.61,0.124,26.89,3,1
5798,US442421233,Equity,1823030.8,USD,Citi,0.092,0.12,35.75,1,1
5799,US820526254,Bond,432929.01,USD,JPMorgan,0.205,0.194,27.31,0,0
5800,US971496400,Derivative,2329054.14,JPY,HSBC,0.773,0.024,16.48,3,1
5801,US475238748,Derivative,4216093.75,GBP,Goldman Sachs,0.224,0.173,35.77,3,0
5802,US953600685,Equity,1358321.77,EUR,Goldman Sachs,0.093,0.078,27.88,0,0
5803,US828978061,Equity,3826661.32,USD,HSBC,0.597,0.077,16.97,1,1
5804,US360296113,Bond,925302.8,USD,JPMorgan,0.548,0.07,26.86,4,1
5805,US182226579,Bond,3371937.29,JPY,HSBC,0.608,0.025,30.26,1,1
5806,US896266929,Equity,4578531.63,JPY,Goldman Sachs,0.618,0.096,30.42,1,1
5807,US224994671,Bond,1626401.13,GBP,HSBC,0.5,0.157,31.72,1,0
5808,US207229088,Equity,4503054.07,EUR,Citi,0.494,0.175,36.87,1,1
5809,US571146870,Equity,2532050.42,EUR,BNP Paribas,0.924,0.193,34.74,2,0
5810,US836304186,Derivative,1590857.61,JPY,JPMorgan,0.534,0.157,28.23,0,0
5811,US957445418,Equity,4483576.09,GBP,JPMorgan,0.617,0.125,10.96,4,0
5812,US974365134,Bond,169865.96,USD,Citi,0.267,0.1,32.49,4,1
5813,US478622731,Derivative,149814.07,GBP,Citi,0.871,0.175,39.25,2,0
5814,US979920423,Derivative,3003149.72,EUR,JPMorgan,0.024,0.148,19.17,4,0
5815,US326821237,Bond,3985786.08,JPY,Citi,0.557,0.032,28.21,2,0
5816,US897577747,Bond,3760216.07,USD,BNP Paribas,0.384,0.137,33.06,2,0
5817,US788109733,Bond,406552.82,USD,Citi,0.604,0.086,29.17,4,1
5818,US254339970,Equity,4751753.46,EUR,BNP Paribas,0.36,0.119,37.68,4,1
5819,US697138587,Derivative,3518287.05,USD,Citi,0.718,0.18,24.2,1,0
5820,US974176601,Equity,4746069.15,GBP,JPMorgan,0.02,0.131,25.96,2,1
5821,US752350557,Equity,1652197.82,EUR,Goldman Sachs,0.406,0.188,11.15,3,0
5822,US665284876,Equity,3472756.25,EUR,Morgan Stanley,0.831,0.173,37.01,0,0
5823,US760097996,Equity,4301094.35,USD,JPMorgan,0.25,0.026,17.87,1,0
5824,US462923841,Derivative,1908516.47,EUR,HSBC,0.053,0.002,39.35,2,1
5825,US411845668,Derivative,4824650.99,JPY,Morgan Stanley,0.497,0.077,16.06,1,0
5826,US459883696,Equity,1332314.03,GBP,Citi,0.977,0.173,17.6,1,0
5827,US216017893,Bond,1584911.99,EUR,Citi,0.064,0.046,24.54,0,0
5828,US712366145,Derivative,4602439.6,JPY,Goldman Sachs,0.07,0.138,29.82,4,1
5829,US835760163,Equity,4848602.14,USD,Citi,0.595,0.095,23.22,4,1
5830,US437403317,Bond,1433126.78,EUR,HSBC,0.25,0.149,20.55,0,0
5831,US457301785,Bond,690586.3,JPY,Morgan Stanley,0.41,0.033,26.2,1,0
5832,US498745543,Equity,3797686.49,USD,JPMorgan,0.831,0.048,38.75,2,0
5833,US507628651,Derivative,4649029.68,JPY,JPMorgan,0.199,0.049,38.86,4,1
5834,US550647975,Bond,3007561.08,USD,HSBC,0.719,0.11,19.84,3,1
5835,US504082474,Derivative,3176249.58,GBP,BNP Paribas,0.504,0.058,30.4,2,1
5836,US323292565,Derivative,3817087.24,EUR,Goldman Sachs,0.905,0.162,31.66,1,0
5837,US970333075,Bond,773893.25,GBP,HSBC,0.973,0.069,29.6,3,1
5838,US236338439,Equity,4867609.79,GBP,Morgan Stanley,0.485,0.132,13.39,2,0
5839,US385733916,Bond,1828003.63,EUR,Citi,0.585,0.19,26.18,0,0
5840,US844468775,Bond,3144919.73,GBP,Barclays,0.746,0.121,32.9,3,1
5841,US463205533,Derivative,2348393.94,GBP,Goldman Sachs,0.319,0.048,16.02,1,0
5842,US811556816,Equity,2346223.09,JPY,Goldman Sachs,0.227,0.166,20.45,3,1
5843,US558904191,Derivative,3516694.42,USD,Barclays,0.965,0.003,16.11,0,1
5844,US599566931,Bond,4973364.87,GBP,HSBC,0.433,0.051,36.61,4,1
5845,US662524787,Equity,3298708.65,EUR,JPMorgan,0.002,0.077,35.76,4,0
5846,US670864783,Equity,3972355.07,JPY,BNP Paribas,0.838,0.039,15.08,4,0
5847,US918963373,Equity,147804.13,USD,JPMorgan,0.6,0.121,32.82,0,1
5848,US783094845,Equity,4054032.57,GBP,JPMorgan,0.169,0.112,20.92,2,1
5849,US515651562,Equity,1506879.65,GBP,Barclays,0.03,0.081,30.59,0,0
5850,US106767567,Bond,642242.21,EUR,Citi,0.291,0.059,24.8,3,1
5851,US585317676,Bond,575537.09,GBP,Citi,0.928,0.087,24.16,2,0
5852,US684516846,Bond,3402575.32,EUR,BNP Paribas,0.933,0.058,36.44,4,1
5853,US887927991,Derivative,4988108.01,GBP,BNP Paribas,0.311,0.044,29.11,0,1
5854,US944620719,Equity,3334313.54,GBP,Morgan Stanley,0.836,0.07,17.07,1,0
5855,US638765466,Equity,1319117.27,EUR,Morgan Stanley,0.442,0.12,13.32,4,0
5856,US315063766,Bond,1024496.8,USD,JPMorgan,0.654,0.13,38,1,1
5857,US256850263,Equity,2634525.93,JPY,Barclays,0.334,0.059,14.6,2,0
5858,US678030847,Derivative,334546.1,EUR,BNP Paribas,0.516,0.189,32.02,4,1
5859,US326088446,Equity,2002660.86,USD,Goldman Sachs,0.294,0.052,24.88,0,1
5860,US637818184,Equity,3334512.17,USD,Citi,0.061,0.142,14.2,1,0
5861,US961368498,Derivative,4838634.76,EUR,HSBC,0.139,0.016,33.3,0,0
5862,US228960723,Bond,2134010.7,JPY,Barclays,0.291,0.133,37.13,4,1
5863,US732931561,Bond,1009117.46,EUR,BNP Paribas,0.976,0.092,13.65,0,1
5864,US921248464,Equity,4088638.39,GBP,Morgan Stanley,0.966,0.114,12.01,4,0
5865,US626694126,Derivative,3723555.63,GBP,BNP Paribas,0.828,0.037,35.5,3,1
5866,US542551518,Bond,4299922.4,USD,Citi,0.233,0.087,25.03,0,0
5867,US611064888,Bond,1081446.45,GBP,BNP Paribas,0.442,0.153,30.24,3,1
5868,US919365070,Bond,2030112.66,JPY,Citi,0.44,0.153,23.24,1,1
5869,US518277982,Equity,4907956.64,EUR,Barclays,0.387,0.048,22.37,0,0
5870,US211289204,Derivative,798631.18,JPY,BNP Paribas,0.045,0.071,18.99,0,0
5871,US367980509,Equity,3360539.59,USD,BNP Paribas,0.535,0.001,26.89,1,1
5872,US649484909,Bond,1193550.46,GBP,Morgan Stanley,0.073,0.018,14.79,0,0
5873,US466270739,Derivative,2505793.44,GBP,Barclays,0.802,0.025,31.52,4,1
5874,US518789755,Equity,4004543.13,EUR,Goldman Sachs,0.691,0.059,26.48,3,0
5875,US387833830,Bond,2448044.4,JPY,Citi,0.353,0.152,35.43,2,1
5876,US896259636,Bond,4029353.65,JPY,HSBC,0.647,0.102,37.63,4,0
5877,US726900235,Equity,2137411.18,EUR,HSBC,0.233,0.159,37.02,2,0
5878,US387650736,Bond,4996771.12,GBP,Barclays,0.265,0.151,28.04,1,0
5879,US827174928,Bond,2184782.89,USD,HSBC,0.314,0.117,19.56,1,0
5880,US540437823,Derivative,755403.6,USD,Barclays,0.797,0.1,20.72,0,1
5881,US709426217,Bond,2015328.88,EUR,HSBC,0.211,0.186,29.58,4,0
5882,US907304541,Equity,3715539.99,EUR,Goldman Sachs,0.563,0.114,31.36,2,1
5883,US340739228,Derivative,4241209.41,EUR,Barclays,0.2,0.097,14.84,3,1
5884,US465516690,Equity,2305915.46,JPY,Citi,0.285,0.174,39.94,4,1
5885,US322810605,Bond,2976439.44,GBP,HSBC,0.235,0.014,13.23,1,0
5886,US682387210,Derivative,4226001.44,GBP,JPMorgan,0.645,0.131,28.21,4,1
5887,US269262177,Derivative,4069595.44,EUR,JPMorgan,0.527,0.023,25.93,3,0
5888,US405092529,Derivative,3292042.29,USD,Morgan Stanley,0.721,0.164,27.73,4,1
5889,US813901126,Derivative,4076985.25,JPY,Goldman Sachs,0.22,0.159,26.01,0,0
5890,US822061881,Equity,2883794.68,EUR,Morgan Stanley,0.009,0.101,11.74,3,0
5891,US337178929,Bond,33194.36,JPY,JPMorgan,0.681,0.132,39.88,2,1
5892,US179723877,Bond,215921.25,EUR,Goldman Sachs,0.115,0.155,39.44,1,0
5893,US926280663,Derivative,4899243.91,JPY,Barclays,0.246,0.097,25.73,4,1
5894,US533697673,Bond,733510.29,USD,Barclays,0.306,0.181,16.25,3,0
5895,US421354655,Equity,2028536.88,USD,Citi,0.747,0.087,15.49,0,0
5896,US819368755,Bond,4669718.26,USD,BNP Paribas,0.626,0.178,11.71,0,0
5897,US909415438,Equity,983247.03,USD,JPMorgan,0.184,0.117,28.36,2,0
5898,US732543716,Equity,4220518.81,GBP,Barclays,0.598,0.085,24.35,1,1
5899,US228339027,Bond,4093155.17,GBP,Goldman Sachs,0.708,0.001,22.49,0,0
5900,US139911037,Equity,4931784.98,JPY,BNP Paribas,0.389,0.059,25.76,1,0
5901,US813058296,Equity,1415592.35,EUR,BNP Paribas,0.246,0.174,36.19,3,0
5902,US591479623,Equity,1583473.52,GBP,Barclays,0.679,0.086,12.12,4,1
5903,US914929191,Equity,4515361.23,EUR,Morgan Stanley,0.611,0.084,26.32,2,0
5904,US137392619,Derivative,1178054.51,JPY,Morgan Stanley,0.078,0.098,31.03,0,0
5905,US221841719,Bond,2744025.78,EUR,Morgan Stanley,0.667,0.057,39.12,4,1
5906,US768174230,Derivative,3539651.35,USD,BNP Paribas,0.489,0.098,32.19,0,1
5907,US307417703,Equity,1366702.38,USD,Morgan Stanley,0.753,0.075,26.44,2,1
5908,US990230666,Bond,4692680.6,GBP,Morgan Stanley,0.191,0.182,33,0,0
5909,US427508077,Equity,3331830.76,JPY,BNP Paribas,0.258,0.113,39.91,2,0
5910,US660840895,Bond,245225.15,GBP,Citi,0.543,0.167,36.66,4,1
5911,US312099975,Derivative,687330.28,GBP,Morgan Stanley,0.482,0.137,12.67,3,0
5912,US188136247,Bond,962000.03,GBP,Citi,0.386,0.043,27.24,2,1
5913,US656966971,Equity,1232337.25,JPY,Citi,0.746,0.174,33.59,3,1
5914,US429073289,Bond,3656080.08,USD,Barclays,0.565,0.017,30.16,1,1
5915,US127758630,Bond,453786.87,USD,BNP Paribas,0.71,0.09,22.51,4,0
5916,US596479771,Derivative,1759467.41,GBP,Goldman Sachs,0.153,0.048,19.67,2,0
5917,US552344880,Equity,4557802.78,EUR,Morgan Stanley,0.729,0.108,28.81,4,1
5918,US545373859,Bond,2787771.75,USD,Goldman Sachs,0.462,0.06,22.37,3,0
5919,US847299452,Derivative,1334827.85,USD,JPMorgan,0.034,0.145,21.76,3,0
5920,US325395724,Bond,4785710.92,JPY,Citi,0.234,0.187,35.1,4,0
5921,US368713951,Equity,1229136.3,USD,HSBC,0.026,0.142,19.47,4,0
5922,US830640153,Bond,4526447.11,USD,JPMorgan,0.457,0.071,29.35,3,0
5923,US353504597,Bond,3631590.67,GBP,Citi,0.326,0.12,36.2,4,1
5924,US736677635,Bond,3705199.97,GBP,Morgan Stanley,0.987,0.178,28.65,3,1
5925,US731024862,Bond,3827047.2,JPY,JPMorgan,0.869,0.054,24.78,1,0
5926,US215119441,Equity,2537780.87,JPY,BNP Paribas,0.826,0.024,11.06,3,0
5927,US497907903,Derivative,4074747.84,EUR,Barclays,0.501,0.026,30.45,0,0
5928,US428478885,Derivative,4182603.56,USD,JPMorgan,0.807,0.099,39.93,3,0
5929,US592456318,Bond,1808828.74,GBP,Citi,0.267,0.146,34.25,1,1
5930,US765399166,Equity,2007719.15,GBP,BNP Paribas,0.561,0.131,29.03,3,1
5931,US191766135,Equity,4444896.03,USD,Citi,0.393,0.091,24.07,4,1
5932,US455352022,Equity,2628399.01,JPY,Goldman Sachs,0.171,0.146,16.73,1,0
5933,US523410453,Equity,4336048.04,GBP,HSBC,0.073,0.127,30.76,2,0
5934,US440652062,Equity,3137579.61,JPY,HSBC,0.558,0.126,15.32,3,0
5935,US325140086,Equity,2971903.11,GBP,JPMorgan,0.098,0.04,36.61,4,1
5936,US987664650,Bond,164594.96,GBP,Barclays,0.718,0.063,20.62,2,0
5937,US372336859,Derivative,1396693.05,EUR,Morgan Stanley,0.921,0.069,21.99,2,0
5938,US603450925,Derivative,2515267.66,GBP,Goldman Sachs,0.162,0.162,16.48,2,1
5939,US331090271,Bond,2940712.69,USD,JPMorgan,0.471,0.155,24.45,0,1
5940,US769932733,Derivative,3155868.3,USD,Goldman Sachs,0.739,0.051,30.41,4,1
5941,US689048260,Equity,3583951.9,USD,JPMorgan,0.287,0.011,19.08,0,1
5942,US446599909,Equity,3284604.83,JPY,HSBC,0.921,0.154,31.06,4,1
5943,US231237129,Derivative,4244397.77,GBP,Morgan Stanley,0.888,0.082,28.62,4,0
5944,US123659943,Equity,1484397.01,JPY,Morgan Stanley,0.104,0.044,21.17,1,0
5945,US330313087,Equity,3211434.23,EUR,HSBC,0.027,0.023,19.38,2,0
5946,US718813677,Derivative,265285.98,GBP,Barclays,0.976,0.003,35.84,3,1
5947,US364955799,Bond,2406148.49,USD,Goldman Sachs,0.956,0.086,10.36,1,0
5948,US632569442,Derivative,1347484.5,EUR,Barclays,0.422,0.068,31.48,3,0
5949,US113490091,Derivative,1910626.87,EUR,JPMorgan,0.051,0.139,22.52,2,0
5950,US201534831,Derivative,1779767.13,GBP,Morgan Stanley,0.619,0.195,31.53,4,1
5951,US848369723,Derivative,311549.08,USD,Morgan Stanley,0.293,0.041,25.23,1,1
5952,US638613078,Bond,2338562.55,JPY,Citi,0.937,0.049,12.52,0,1
5953,US453356944,Bond,4973200.15,GBP,Citi,0.795,0.067,39.46,4,0
5954,US923544896,Equity,1501690.92,USD,HSBC,0.65,0.093,12.58,0,0
5955,US342508766,Equity,3683368.4,EUR,Barclays,0.285,0.14,14.75,4,0
5956,US725810921,Derivative,2743463.79,GBP,Goldman Sachs,0.701,0.07,22.61,4,0
5957,US410874936,Equity,1632874.25,EUR,HSBC,0.289,0.021,38.34,2,0
5958,US344721769,Bond,457139.23,USD,JPMorgan,0.038,0.146,18.79,1,0
5959,US237091252,Equity,1087130.92,JPY,Barclays,0.508,0.159,27.06,3,1
5960,US824162743,Equity,3911449.16,JPY,Morgan Stanley,0.489,0.05,25.64,2,0
5961,US588808673,Equity,1402310.69,EUR,Morgan Stanley,0.763,0.027,19.9,3,0
5962,US995206152,Derivative,730069.39,EUR,Morgan Stanley,0.866,0.106,30.89,4,0
5963,US919161877,Equity,1663178.72,EUR,JPMorgan,0.354,0.042,25.04,0,1
5964,US516879704,Bond,2924374.33,GBP,HSBC,0.449,0.075,27.35,3,0
5965,US419062703,Bond,3520281.19,USD,Barclays,0.47,0.155,16.3,0,1
5966,US302883601,Bond,1942950.54,EUR,JPMorgan,0.324,0.044,37.8,3,1
5967,US818171506,Bond,2495754.31,EUR,BNP Paribas,0.743,0.161,13.32,0,1
5968,US216175783,Equity,2280034.29,EUR,Morgan Stanley,0.522,0.135,30.71,2,0
5969,US805240976,Derivative,54926.72,JPY,Citi,0.914,0.044,36.58,3,0
5970,US581908110,Bond,1984046.37,EUR,Barclays,0.65,0.105,12.52,2,0
5971,US955754857,Bond,2940725.85,USD,Citi,0.212,0.123,10.86,2,0
5972,US374343182,Derivative,2854024.13,JPY,Barclays,0.165,0.04,19.99,0,0
5973,US293107918,Derivative,3751340.12,USD,HSBC,0.372,0.029,33.7,3,0
5974,US263306302,Bond,3355175.79,JPY,Morgan Stanley,0.347,0.106,31.52,3,1
5975,US642696950,Bond,1391265.92,JPY,Citi,0.407,0.139,34.66,1,0
5976,US487011238,Derivative,1285661.92,GBP,Citi,0.184,0.093,21.92,0,1
5977,US368672524,Bond,2326067.57,JPY,Barclays,0.978,0.014,39.81,3,1
5978,US165113119,Bond,3667518.64,JPY,BNP Paribas,0.146,0.185,20.98,4,0
5979,US699230856,Equity,478198.26,USD,BNP Paribas,0.653,0.139,34.16,1,1
5980,US917844263,Derivative,4742149.65,USD,Citi,0.013,0.124,20.52,3,1
5981,US621697939,Equity,2720334.09,EUR,Citi,0.407,0.129,16.55,0,1
5982,US167960025,Equity,1538977.89,GBP,HSBC,0.309,0.08,20.1,4,0
5983,US938233818,Derivative,3470022.24,JPY,Morgan Stanley,0.382,0.197,15.78,3,0
5984,US197754068,Equity,233181.82,GBP,Barclays,0.498,0.027,13.87,2,0
5985,US770251208,Bond,2427140.61,EUR,Barclays,0.6,0.148,20.92,2,0
5986,US355889227,Equity,2434988.54,GBP,Goldman Sachs,0.584,0.084,14.4,4,0
5987,US903327013,Derivative,818256.67,JPY,Barclays,0.631,0.176,25.07,4,1
5988,US478946770,Bond,4188565.2,USD,Morgan Stanley,0.845,0.143,11.06,4,0
5989,US778959547,Bond,3986092.47,GBP,Citi,0.887,0.112,22.94,4,0
5990,US578475590,Bond,772134.65,JPY,HSBC,0.737,0.188,38.74,0,0
5991,US602561528,Bond,1825498.19,EUR,Goldman Sachs,0.079,0.182,20.77,2,0
5992,US571564514,Equity,511143.49,JPY,HSBC,0.961,0.01,14.13,3,0
5993,US313536815,Equity,4244557.7,GBP,HSBC,0.947,0.039,19.16,3,1
5994,US773471505,Bond,1623367.32,JPY,Citi,0.712,0.135,33.74,2,1
5995,US629279887,Derivative,2202188.38,JPY,Barclays,0.517,0.184,19.41,3,1
5996,US436008630,Bond,1626121.03,GBP,JPMorgan,0.251,0.086,21.5,2,0
5997,US952682534,Equity,1557029.82,GBP,Citi,0.756,0.008,33.66,1,0
5998,US976129987,Bond,3739038.25,EUR,BNP Paribas,0.878,0.129,17.82,2,0
5999,US813588922,Equity,3740355.51,JPY,Barclays,0.665,0.039,24.35,3,1
6000,US153459288,Bond,2593762.97,USD,BNP Paribas,0.629,0.11,11.9,1,0
6001,US159488479,Derivative,3291508.58,GBP,Morgan Stanley,0.193,0.077,15.22,3,0
6002,US641174589,Bond,2563199.35,JPY,BNP Paribas,0.358,0.112,16.28,0,0
6003,US758409959,Derivative,152660.16,USD,Barclays,0.723,0.186,23.91,3,1
6004,US943614092,Derivative,339372.1,USD,Goldman Sachs,0.017,0.097,34.63,1,1
6005,US700796012,Bond,1924865.44,JPY,BNP Paribas,0.641,0.007,20.64,2,0
6006,US965198928,Derivative,3751234.33,JPY,JPMorgan,0.767,0.116,21.41,3,0
6007,US391440624,Derivative,4566998.88,JPY,HSBC,0.335,0.065,19.03,2,0
6008,US853730788,Equity,158244.44,USD,JPMorgan,0.076,0.156,19.61,3,0
6009,US143586949,Equity,1846469.96,JPY,JPMorgan,0.819,0.094,22.11,4,0
6010,US390886610,Derivative,1126674.36,GBP,BNP Paribas,0.142,0.148,36.98,3,0
6011,US440653048,Bond,4077874.35,USD,Morgan Stanley,0.371,0.182,10.73,4,0
6012,US155392443,Derivative,4231381.04,GBP,JPMorgan,0.707,0.072,28.74,3,0
6013,US613704205,Bond,1039980.25,GBP,Citi,0.817,0.198,36.63,3,0
6014,US721676126,Equity,3557027.99,JPY,HSBC,0.862,0.03,22.51,4,1
6015,US756167221,Bond,3661462.63,GBP,Morgan Stanley,0.53,0.129,29.53,0,0
6016,US326182694,Derivative,893517.91,JPY,Barclays,0.476,0.007,27.57,2,0
6017,US883070279,Derivative,2174142.63,USD,Goldman Sachs,0.848,0.043,20.16,1,0
6018,US624730136,Derivative,3105485.65,GBP,Morgan Stanley,0.563,0.127,14.12,3,0
6019,US794355615,Derivative,140072.37,JPY,HSBC,0.579,0.009,16.59,1,0
6020,US226340282,Derivative,2028913.25,EUR,HSBC,0.434,0.02,11.72,0,0
6021,US706550501,Bond,783241.58,JPY,Goldman Sachs,0.373,0.058,32.94,3,0
6022,US665447870,Derivative,2714063.54,EUR,Morgan Stanley,0.481,0.115,25.98,4,0
6023,US404416165,Equity,4216158.74,JPY,Barclays,0.365,0.003,33.57,4,1
6024,US549697911,Derivative,2628522.15,EUR,Goldman Sachs,0.344,0.096,18.71,3,0
6025,US895730139,Bond,189558.15,GBP,HSBC,0.994,0.125,34.14,4,1
6026,US809967924,Derivative,157989.66,EUR,Morgan Stanley,0.336,0.081,19.28,0,0
6027,US223021021,Derivative,3031460.7,GBP,HSBC,0.256,0.014,13.64,2,0
6028,US547796674,Bond,1646627.98,GBP,Goldman Sachs,0.354,0.122,26.01,2,1
6029,US885282284,Derivative,2867605.85,JPY,JPMorgan,0.591,0.121,38.36,0,1
6030,US772406261,Bond,826549.17,GBP,HSBC,0.911,0.101,22.43,4,1
6031,US425176033,Derivative,3886543.14,USD,JPMorgan,0.788,0.139,25.46,2,1
6032,US757949391,Equity,4304991.33,EUR,BNP Paribas,0.842,0.042,23.54,4,1
6033,US253362837,Derivative,4447235.75,JPY,JPMorgan,0.859,0.136,23.72,4,1
6034,US546036575,Bond,1527332.2,GBP,Citi,0.921,0.032,16.43,1,0
6035,US860740860,Equity,3307069.48,EUR,JPMorgan,0.235,0.079,22.67,2,0
6036,US429054629,Bond,1402421.51,EUR,JPMorgan,0.458,0.014,24.91,4,1
6037,US352397814,Derivative,3816156.54,USD,Barclays,0.385,0.164,32.35,1,0
6038,US406061383,Equity,611419.76,EUR,Goldman Sachs,0.382,0.108,14.19,0,0
6039,US620419133,Bond,3816196.41,JPY,Goldman Sachs,0.652,0.194,27.15,2,0
6040,US714185144,Equity,2204245.9,JPY,JPMorgan,0.402,0.188,29.87,0,0
6041,US253085957,Equity,4279191.96,GBP,Goldman Sachs,0.616,0.2,21.48,0,0
6042,US634930637,Bond,3697264.99,GBP,Morgan Stanley,0.382,0.02,26.47,3,1
6043,US112019231,Equity,1888833.01,JPY,BNP Paribas,0.311,0.121,31.32,2,0
